Rep	JarID	Picture	Count	very_small	pinpricks_present	clouds_present	image_quadrant	Area_counted	Area_unit	Notes	zoosp_dens_perimage
Rep1	26	7	0	FALSE	TRUE	FALSE	10	0.16651143	mm2		0
Rep1	26	8	0	FALSE	TRUE	FALSE	10	0.16651143	mm2		0
Rep1	26	9	0	FALSE	TRUE	FALSE	10	0.16651143	mm2		0
Rep1	26	10	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep1	26	11	23	FALSE	FALSE	TRUE	10	0.16651143	mm2		138.128655792578
Rep1	26	12	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep1	26	13	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep1	26	14	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep2	2	1	34	FALSE	TRUE	FALSE	5	0.083255715	mm2		408.380373647623
Rep2	2	2	31	FALSE	FALSE	FALSE	9	0.083255715	mm2		372.34681126695
Rep2	2	3	2	FALSE	TRUE	FALSE	10	0.16651143	mm2		12.0111874602242
Rep2	2	5	0	TRUE	TRUE	FALSE	10	0.16651143	mm2	SAME AS ABOVE	0
Rep2	2	6	16	TRUE	FALSE	FALSE	7	0.083255715	mm2		192.178999363587
Rep2	2	7	9	TRUE	FALSE	FALSE	5	0.083255715	mm2	SOME WEIRD FILAMENTOUS STRUCTURES	108.100687142018
Rep2	2	8	162	TRUE	FALSE	FALSE	8	0.083255715	mm2		1945.81236855632
Rep2	2	9	82	TRUE	TRUE	FALSE	10	0.16651143	mm2		492.458685869192
Rep2	2	10	145	TRUE	FALSE	TRUE	10	0.16651143	mm2		870.811090866255
Rep2	2	11	0	TRUE	TRUE	FALSE	10	0.16651143	mm2		0
Rep2	2	12	339	TRUE	FALSE	FALSE	10	0.16651143	mm2	VERY VERY VERY SMALL	2035.896274508
Rep2	2	13	97	TRUE	FALSE	FALSE	10	0.16651143	mm2		582.542591820874
Rep2	2	14	232	TRUE	FALSE	FALSE	5	0.083255715	mm2		2786.59549077202
Rep2	2	15	267	TRUE	TRUE	FALSE	10	0.16651143	mm2		1603.49352593993
Rep2	2	16	57	TRUE	FALSE	FALSE	1	0.0416278575	mm2		1369.27537046556
Rep2	3	1	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep2	3	2	0	FALSE	TRUE	FALSE	10	0.16651143	mm2		0
Rep2	3	3	0	FALSE	TRUE	FALSE	10	0.16651143	mm2		0
Rep2	3	4	0	FALSE	TRUE	FALSE	10	0.16651143	mm2		0
Rep2	3	5	0	FALSE	TRUE	TRUE	10	0.16651143	mm2		0
Rep2	3	6	0	FALSE	TRUE	FALSE	10	0.16651143	mm2		0
Rep2	3	7	0	FALSE	TRUE	FALSE	10	0.16651143	mm2		0
Rep2	3	8	0	FALSE	TRUE	FALSE	10	0.16651143	mm2		0
Rep2	3	9	0	FALSE	TRUE	FALSE	10	0.16651143	mm2		0
Rep2	3	10	0	FALSE	TRUE	FALSE	10	0.16651143	mm2		0
Rep2	3	11	0	FALSE	TRUE	TRUE	10	0.16651143	mm2		0
Rep2	3	12	0	FALSE	TRUE	FALSE	10	0.16651143	mm2		0
Rep2	3	13	0	FALSE	TRUE	FALSE	10	0.16651143	mm2		0
Rep2	3	14	0	FALSE	TRUE	FALSE	10	0.16651143	mm2		0
Rep2	6	1	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep2	6	2	0	FALSE	FALSE	FALSE	10	0.16651143	mm2	LOOKS VERY WEIRD? MAY JUST BE DEBRIS. INTENSE STAIN	0
Rep2	6	3	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep2	6	4	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep2	6	5	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep2	6	6	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep2	6	7	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep2	6	8	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep2	6	9	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep2	6	10	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep2	6	11	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep2	6	12	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep2	6	13	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep2	6	14	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep2	6	15	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep2	6	16	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep2	6	17	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep2	11	1	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep2	11	2	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep2	11	3	1	FALSE	TRUE	FALSE	10	0.16651143	mm2		6.0055937301121
Rep2	11	4	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep2	11	5	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep2	11	6	0	FALSE	TRUE	FALSE	10	0.16651143	mm2		0
Rep2	11	7	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep2	11	8	0	FALSE	TRUE	FALSE	10	0.16651143	mm2		0
Rep2	11	9	0	FALSE	TRUE	FALSE	10	0.16651143	mm2		0
Rep2	11	10	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep2	11	11	0	FALSE	FALSE	FALSE	10	0.16651143	mm2	STAINED DEBRIS	0
Rep2	11	12	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep2	11	13	0	FALSE	FALSE	FALSE	10	0.16651143	mm2	STAINED DEBRIS	0
Rep2	11	14	0	FALSE	TRUE	FALSE	10	0.16651143	mm2		0
Rep2	11	15	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep2	11	16	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep2	11	17	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep2	18	1	0	FALSE	FALSE	FALSE	10	0.16651143	mm2	THESE ARE ALL GOING TO BE LOW BALL ESTIMATES. THE PICS ARE MUCH TOO BLURRY TO TELL IF THIS IS SPORANGIA, SOMETHING ELSE	0
Rep2	18	2	0	FALSE	FALSE	FALSE	10	0.16651143	mm2	THESE ARE ALL GOING TO BE LOW BALL ESTIMATES. THE PICS ARE MUCH TOO BLURRY TO TELL IF THIS IS SPORANGIA, SOMETHING ELSE	0
Rep2	18	3	0	FALSE	FALSE	FALSE	10	0.16651143	mm2	THESE ARE ALL GOING TO BE LOW BALL ESTIMATES. THE PICS ARE MUCH TOO BLURRY TO TELL IF THIS IS SPORANGIA, SOMETHING ELSE	0
Rep2	18	4	0	FALSE	FALSE	FALSE	10	0.16651143	mm2	THESE ARE ALL GOING TO BE LOW BALL ESTIMATES. THE PICS ARE MUCH TOO BLURRY TO TELL IF THIS IS SPORANGIA, SOMETHING ELSE	0
Rep2	18	5	0	FALSE	FALSE	FALSE	10	0.16651143	mm2	THESE ARE ALL GOING TO BE LOW BALL ESTIMATES. THE PICS ARE MUCH TOO BLURRY TO TELL IF THIS IS SPORANGIA, SOMETHING ELSE	0
Rep2	18	6	0	FALSE	FALSE	FALSE	10	0.16651143	mm2	THESE ARE ALL GOING TO BE LOW BALL ESTIMATES. THE PICS ARE MUCH TOO BLURRY TO TELL IF THIS IS SPORANGIA, SOMETHING ELSE	0
Rep2	18	7	0	FALSE	FALSE	FALSE	10	0.16651143	mm2	THESE ARE ALL GOING TO BE LOW BALL ESTIMATES. THE PICS ARE MUCH TOO BLURRY TO TELL IF THIS IS SPORANGIA, SOMETHING ELSE	0
Rep2	18	8	0	FALSE	FALSE	FALSE	10	0.16651143	mm2	THESE ARE ALL GOING TO BE LOW BALL ESTIMATES. THE PICS ARE MUCH TOO BLURRY TO TELL IF THIS IS SPORANGIA, SOMETHING ELSE	0
Rep2	18	9	0	FALSE	FALSE	FALSE	10	0.16651143	mm2	THESE ARE ALL GOING TO BE LOW BALL ESTIMATES. THE PICS ARE MUCH TOO BLURRY TO TELL IF THIS IS SPORANGIA, SOMETHING ELSE	0
Rep2	18	10	0	FALSE	FALSE	FALSE	10	0.16651143	mm2	THESE ARE ALL GOING TO BE LOW BALL ESTIMATES. THE PICS ARE MUCH TOO BLURRY TO TELL IF THIS IS SPORANGIA, SOMETHING ELSE	0
Rep2	18	11	0	FALSE	FALSE	FALSE	10	0.16651143	mm2	THESE ARE ALL GOING TO BE LOW BALL ESTIMATES. THE PICS ARE MUCH TOO BLURRY TO TELL IF THIS IS SPORANGIA, SOMETHING ELSE	0
Rep2	18	12	0	FALSE	FALSE	FALSE	10	0.16651143	mm2	THESE ARE ALL GOING TO BE LOW BALL ESTIMATES. THE PICS ARE MUCH TOO BLURRY TO TELL IF THIS IS SPORANGIA, SOMETHING ELSE	0
Rep2	18	13	0	FALSE	FALSE	FALSE	10	0.16651143	mm2	POSSIBLE SPORANGIA, MIGHT JUST BE DEBRIS	0
Rep2	18	14	0	FALSE	FALSE	FALSE	10	0.16651143	mm2	THESE ARE ALL GOING TO BE LOW BALL ESTIMATES. THE PICS ARE MUCH TOO BLURRY TO TELL IF THIS IS SPORANGIA, SOMETHING ELSE	0
Rep2	18	15	0	FALSE	FALSE	FALSE	10	0.16651143	mm2	THESE ARE ALL GOING TO BE LOW BALL ESTIMATES. THE PICS ARE MUCH TOO BLURRY TO TELL IF THIS IS SPORANGIA, SOMETHING ELSE	0
Rep2	19	1	22	FALSE	FALSE	FALSE	10	0.16651143	mm2		132.123062062466
Rep2	19	2	107	FALSE	FALSE	FALSE	10	0.16651143	mm2		642.598529121995
Rep2	19	3	72	FALSE	FALSE	FALSE	7	0.083255715	mm2		864.805497136143
Rep2	19	4	329	FALSE	FALSE	FALSE	10	0.16651143	mm2		1975.84033720688
Rep2	19	5	54	FALSE	FALSE	FALSE	10	0.16651143	mm2		324.302061426053
Rep2	19	6	18	FALSE	FALSE	FALSE	10	0.16651143	mm2		108.100687142018
Rep2	19	7	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep2	19	8	21	FALSE	FALSE	FALSE	10	0.16651143	mm2		126.117468332354
Rep2	19	9	15	FALSE	FALSE	FALSE	10	0.16651143	mm2		90.0839059516815
Rep2	19	10	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep2	19	11	53	FALSE	FALSE	FALSE	10	0.16651143	mm2		318.296467695941
Rep2	19	12	568	FALSE	FALSE	FALSE	10	0.16651143	mm2		3411.17723870367
Rep2	19	13	202	FALSE	FALSE	FALSE	6	0.083255715	mm2		2426.25986696529
Rep2	19	14	467	FALSE	FALSE	FALSE	10	0.16651143	mm2		2804.61227196235
Rep2	19	15	357	FALSE	FALSE	FALSE	8	0.083255715	mm2		4287.99392330004
Rep2	25	1	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep2	25	2	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep2	25	3	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep2	25	4	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep2	25	5	1	FALSE	FALSE	FALSE	10	0.16651143	mm2		6.0055937301121
Rep2	25	6	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep2	25	7	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep2	25	8	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep2	25	9	4	FALSE	FALSE	FALSE	10	0.16651143	mm2		24.0223749204484
Rep2	25	10	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep2	25	11	2	FALSE	FALSE	FALSE	10	0.16651143	mm2		12.0111874602242
Rep2	25	12	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep2	25	13	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep2	25	14	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep2	25	15	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	1	1	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	1	2	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	1	3	0	FALSE	FALSE	FALSE	10	0.16651143	mm2	Could also be 2 but I dont think so	0
Rep5	1	4	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	1	5	28	FALSE	FALSE	TRUE	10	0.16651143	mm2		168.156624443139
Rep5	1	6	2	TRUE	FALSE	FALSE	10	0.16651143	mm2		12.0111874602242
Rep5	1	7	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	1	8	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	1	9	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	1	10	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	1	11	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	1	12	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	1	13	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	1	14	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	1	15	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	4	1	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	4	2	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	4	3	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	4	4	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	4	5	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	4	6	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	4	7	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	4	8	6	FALSE	FALSE	FALSE	10	0.16651143	mm2		36.0335623806726
Rep5	4	9	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	4	10	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	4	11	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	4	12	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	4	13	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	4	14	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	8	1	65	FALSE	FALSE	FALSE	10	0.16651143	mm2		390.363592457287
Rep5	8	2	69	FALSE	FALSE	FALSE	10	0.16651143	mm2		414.385967377735
Rep5	8	3	34	FALSE	FALSE	TRUE	10	0.16651143	mm2		204.190186823811
Rep5	8	4	20	FALSE	FALSE	FALSE	10	0.16651143	mm2		120.111874602242
Rep5	8	5	29	FALSE	FALSE	FALSE	10	0.16651143	mm2		174.162218173251
Rep5	8	6	33	FALSE	FALSE	FALSE	10	0.16651143	mm2		198.184593093699
Rep5	8	7	171	FALSE	FALSE	FALSE	10	0.16651143	mm2		1026.95652784917
Rep5	8	8	44	FALSE	FALSE	FALSE	10	0.16651143	mm2		264.246124124932
Rep5	8	9	12	FALSE	FALSE	FALSE	10	0.16651143	mm2		72.0671247613452
Rep5	8	10	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	8	11	9	FALSE	FALSE	FALSE	10	0.16651143	mm2		54.0503435710089
Rep5	8	12	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	8	13	9	FALSE	FALSE	FALSE	10	0.16651143	mm2		54.0503435710089
Rep5	12	1	2	FALSE	FALSE	FALSE	10	0.16651143	mm2		12.0111874602242
Rep5	12	2	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	12	3	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	12	4	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	12	5	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	12	6	13	FALSE	FALSE	FALSE	10	0.16651143	mm2		78.0727184914573
Rep5	12	7	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	12	8	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	12	9	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	12	10	7	FALSE	FALSE	FALSE	10	0.16651143	mm2		42.0391561107847
Rep5	12	11	6	FALSE	FALSE	FALSE	10	0.16651143	mm2		36.0335623806726
Rep5	12	12	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	12	13	5	FALSE	FALSE	FALSE	10	0.16651143	mm2		30.0279686505605
Rep5	12	14	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	14	1	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	14	1	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	14	2	36	FALSE	FALSE	FALSE	10	0.16651143	mm2		216.201374284036
Rep5	14	2	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	14	3	32	FALSE	FALSE	FALSE	10	0.16651143	mm2		192.178999363587
Rep5	14	3	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	14	4	40	FALSE	FALSE	FALSE	10	0.16651143	mm2		240.223749204484
Rep5	14	4	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	14	5	17	FALSE	FALSE	FALSE	10	0.16651143	mm2		102.095093411906
Rep5	14	5	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	14	6	2	FALSE	FALSE	FALSE	10	0.16651143	mm2		12.0111874602242
Rep5	14	6	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	14	7	91	FALSE	FALSE	FALSE	10	0.16651143	mm2		546.509029440201
Rep5	14	7	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	14	8	13	FALSE	FALSE	FALSE	10	0.16651143	mm2		78.0727184914573
Rep5	14	8	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	14	9	25	FALSE	FALSE	FALSE	10	0.16651143	mm2		150.139843252803
Rep5	14	9	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	14	10	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	14	11	0	TRUE	FALSE	FALSE	10	0.16651143	mm2	SOME GLOW IN THE TOP RIGHT, BUT ITS HARD TO TELL IF ITS RESIDUAL OR VERY SMALL SPORANGIA	0
Rep5	14	11	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	14	12	0	FALSE	FALSE	FALSE	10	0.16651143	mm2		0
Rep5	14	13	46	FALSE	FALSE	FALSE	10	0.16651143	mm2		276.257311585157
Rep5	18	1	8	FALSE	FALSE	FALSE	10	0.16651143	mm2		48.0447498408968
Rep5	18	3	4	FALSE	FALSE	FALSE	10	0.16651143	mm2		24.0223749204484
Rep5	18	4	12	FALSE	FALSE	FALSE	10	0.16651143	mm2		72.0671247613452
Rep5	18	5	25	FALSE	FALSE	FALSE	10	0.16651143	mm2		150.139843252803
Rep5	18	6	35	FALSE	FALSE	FALSE	10	0.16651143	mm2		210.195780553924
Rep5	18	7	28	FALSE	FALSE	FALSE	10	0.16651143	mm2		168.156624443139
Rep5	18	8	13	FALSE	FALSE	FALSE	10	0.16651143	mm2		78.0727184914573
Rep5	18	9	23	FALSE	FALSE	FALSE	10	0.16651143	mm2		138.128655792578
Rep5	18	10	9	FALSE	FALSE	FALSE	10	0.16651143	mm2		54.0503435710089
